"","site","X","taxa","source","Mean","SD","Primary_water_source","Riparian_habitat","Elevation","Tmean","Tmax","DO_mg_L","SPC","TSS_g_L","Chla_mg_m2","pH","slope","aspect","aspect_beers","fluoride","chloride","nitrate","sulfate","Notes","PCA1","PCA2","PCA3","PCA4","H","D","variable"
"80","NFTC",74,"Simuliidae","CPOM",0.199,0.156,"Snowmelt","Alpine tundra",2956,5.9,12.2,8.6,9.8,0.030826089,3.400886708,7.31,2,30,0.240312087,397.7,761.5,721.3,1002.5,"",-1.43135160884605,-0.214801656327271,1.17144403478667,0.988989070363659,0.30564683504888,0.134556417325878,"5"
"81","NFTC",75,"Simuliidae","Hydrurus",0.396,0.232,"Snowmelt","Alpine tundra",2956,5.9,12.2,8.6,9.8,0.030826089,3.400886708,7.31,2,30,0.240312087,397.7,761.5,721.3,1002.5,"",-1.43135160884605,-0.214801656327271,1.17144403478667,0.988989070363659,0.30564683504888,0.134556417325878,"5"
"82","Paintbrush",82,"Lednia","CPOM",0.15,0.126,"Snowmelt","Boulder field",2796,5.4,9.8,9.46,32.3,0.023910621,2.79728399,8.46,9,41,0.346356379,409.9,770.8,659.9,8800.7,"",-0.339890220237158,-0.159111704717924,0.410561371811591,0.62206188195333,0.187334362477396,0.067886276917679,"6"
"83","Paintbrush",79,"Homophylax","Biofilm",0.882,0.1,"Snowmelt","Boulder field",2796,5.4,9.8,9.46,32.3,0.023910621,2.79728399,8.46,9,41,0.346356379,409.9,770.8,659.9,8800.7,"",-0.339890220237158,-0.159111704717924,0.410561371811591,0.62206188195333,0.187334362477396,0.067886276917679,"6"
"84","Paintbrush",80,"Homophylax","CPOM",0.118,0.1,"Snowmelt","Boulder field",2796,5.4,9.8,9.46,32.3,0.023910621,2.79728399,8.46,9,41,0.346356379,409.9,770.8,659.9,8800.7,"",-0.339890220237158,-0.159111704717924,0.410561371811591,0.62206188195333,0.187334362477396,0.067886276917679,"6"
"85","Paintbrush",81,"Lednia","Biofilm",0.85,0.126,"Snowmelt","Boulder field",2796,5.4,9.8,9.46,32.3,0.023910621,2.79728399,8.46,9,41,0.346356379,409.9,770.8,659.9,8800.7,"",-0.339890220237158,-0.159111704717924,0.410561371811591,0.62206188195333,0.187334362477396,0.067886276917679,"6"
"86","Paintbrush",86,"Simuliidae","CPOM",0.195,0.115,"Snowmelt","Boulder field",2796,5.4,9.8,9.46,32.3,0.023910621,2.79728399,8.46,9,41,0.346356379,409.9,770.8,659.9,8800.7,"",-0.339890220237158,-0.159111704717924,0.410561371811591,0.62206188195333,0.187334362477396,0.067886276917679,"6"
"87","Paintbrush",83,"Midges","Biofilm",0.638,0.324,"Snowmelt","Boulder field",2796,5.4,9.8,9.46,32.3,0.023910621,2.79728399,8.46,9,41,0.346356379,409.9,770.8,659.9,8800.7,"",-0.339890220237158,-0.159111704717924,0.410561371811591,0.62206188195333,0.187334362477396,0.067886276917679,"6"
"88","Paintbrush",84,"Midges","CPOM",0.362,0.324,"Snowmelt","Boulder field",2796,5.4,9.8,9.46,32.3,0.023910621,2.79728399,8.46,9,41,0.346356379,409.9,770.8,659.9,8800.7,"",-0.339890220237158,-0.159111704717924,0.410561371811591,0.62206188195333,0.187334362477396,0.067886276917679,"6"
"89","Paintbrush",85,"Simuliidae","Biofilm",0.805,0.115,"Snowmelt","Boulder field",2796,5.4,9.8,9.46,32.3,0.023910621,2.79728399,8.46,9,41,0.346356379,409.9,770.8,659.9,8800.7,"",-0.339890220237158,-0.159111704717924,0.410561371811591,0.62206188195333,0.187334362477396,0.067886276917679,"6"
"90","Paintbrush",NA,"Homophylax","Hydrurus",0,NA,"Snowmelt","Boulder field",2796,5.4,9.8,9.46,32.3,0.023910621,2.79728399,8.46,9,41,0.346356379,409.9,770.8,659.9,8800.7,"",-0.339890220237158,-0.159111704717924,0.410561371811591,0.62206188195333,0.187334362477396,0.067886276917679,"6"
"91","Paintbrush",NA,"Lednia","Hydrurus",0,NA,"Snowmelt","Boulder field",2796,5.4,9.8,9.46,32.3,0.023910621,2.79728399,8.46,9,41,0.346356379,409.9,770.8,659.9,8800.7,"",-0.339890220237158,-0.159111704717924,0.410561371811591,0.62206188195333,0.187334362477396,0.067886276917679,"6"
"92","Paintbrush",NA,"Midges","Hydrurus",0,NA,"Snowmelt","Boulder field",2796,5.4,9.8,9.46,32.3,0.023910621,2.79728399,8.46,9,41,0.346356379,409.9,770.8,659.9,8800.7,"",-0.339890220237158,-0.159111704717924,0.410561371811591,0.62206188195333,0.187334362477396,0.067886276917679,"6"
"93","Paintbrush",NA,"Simuliidae","Hydrurus",0,NA,"Snowmelt","Boulder field",2796,5.4,9.8,9.46,32.3,0.023910621,2.79728399,8.46,9,41,0.346356379,409.9,770.8,659.9,8800.7,"",-0.339890220237158,-0.159111704717924,0.410561371811591,0.62206188195333,0.187334362477396,0.067886276917679,"6"
"94","SFTC",94,"Epeorus","CPOM",0.244,0.202,"Snowmelt","Alpine tundra",2995,7.9,16.8,7.6,59,0.20999474,1.446630561,7.8,3,90,1.525321989,402.9,745.8,12.268065,5241,"NO3 below DL",-3.83219686437435,-0.688377280652843,-1.09330815168401,-1.16440584711724,1.37756104786239,0.630122138443077,"7"
"95","SFTC",95,"Megarcys","Biofilm",0.813,0.086,"Snowmelt","Alpine tundra",2995,7.9,16.8,7.6,59,0.20999474,1.446630561,7.8,3,90,1.525321989,402.9,745.8,12.268065,5241,"NO3 below DL",-3.83219686437435,-0.688377280652843,-1.09330815168401,-1.16440584711724,1.37756104786239,0.630122138443077,"7"
"96","SFTC",96,"Megarcys","CPOM",0.187,0.124,"Snowmelt","Alpine tundra",2995,7.9,16.8,7.6,59,0.20999474,1.446630561,7.8,3,90,1.525321989,402.9,745.8,12.268065,5241,"NO3 below DL",-3.83219686437435,-0.688377280652843,-1.09330815168401,-1.16440584711724,1.37756104786239,0.630122138443077,"7"
"97","SFTC",97,"Midges","Biofilm",0.329,0.0435,"Snowmelt","Alpine tundra",2995,7.9,16.8,7.6,59,0.20999474,1.446630561,7.8,3,90,1.525321989,402.9,745.8,12.268065,5241,"NO3 below DL",-3.83219686437435,-0.688377280652843,-1.09330815168401,-1.16440584711724,1.37756104786239,0.630122138443077,"7"
"98","SFTC",98,"Midges","CPOM",0.67,0.066,"Snowmelt","Alpine tundra",2995,7.9,16.8,7.6,59,0.20999474,1.446630561,7.8,3,90,1.525321989,402.9,745.8,12.268065,5241,"NO3 below DL",-3.83219686437435,-0.688377280652843,-1.09330815168401,-1.16440584711724,1.37756104786239,0.630122138443077,"7"
"99","SFTC",99,"Rhyacophila","Biofilm",0.412,0.124,"Snowmelt","Alpine tundra",2995,7.9,16.8,7.6,59,0.20999474,1.446630561,7.8,3,90,1.525321989,402.9,745.8,12.268065,5241,"NO3 below DL",-3.83219686437435,-0.688377280652843,-1.09330815168401,-1.16440584711724,1.37756104786239,0.630122138443077,"7"
"100","SFTC",87,"Allomyia","Biofilm",0.64,0.087,"Snowmelt","Alpine tundra",2995,7.9,16.8,7.6,59,0.20999474,1.446630561,7.8,3,90,1.525321989,402.9,745.8,12.268065,5241,"NO3 below DL",-3.83219686437435,-0.688377280652843,-1.09330815168401,-1.16440584711724,1.37756104786239,0.630122138443077,"7"
"101","SFTC",88,"Allomyia","CPOM",0.36,0.145,"Snowmelt","Alpine tundra",2995,7.9,16.8,7.6,59,0.20999474,1.446630561,7.8,3,90,1.525321989,402.9,745.8,12.268065,5241,"NO3 below DL",-3.83219686437435,-0.688377280652843,-1.09330815168401,-1.16440584711724,1.37756104786239,0.630122138443077,"7"
"102","SFTC",89,"Baetidae","Biofilm",0.803,0.071,"Snowmelt","Alpine tundra",2995,7.9,16.8,7.6,59,0.20999474,1.446630561,7.8,3,90,1.525321989,402.9,745.8,12.268065,5241,"NO3 below DL",-3.83219686437435,-0.688377280652843,-1.09330815168401,-1.16440584711724,1.37756104786239,0.630122138443077,"7"
"103","SFTC",90,"Baetidae","CPOM",0.197,0.112,"Snowmelt","Alpine tundra",2995,7.9,16.8,7.6,59,0.20999474,1.446630561,7.8,3,90,1.525321989,402.9,745.8,12.268065,5241,"NO3 below DL",-3.83219686437435,-0.688377280652843,-1.09330815168401,-1.16440584711724,1.37756104786239,0.630122138443077,"7"
"104","SFTC",91,"Cinygmula","Biofilm",0.761,0.0735,"Snowmelt","Alpine tundra",2995,7.9,16.8,7.6,59,0.20999474,1.446630561,7.8,3,90,1.525321989,402.9,745.8,12.268065,5241,"NO3 below DL",-3.83219686437435,-0.688377280652843,-1.09330815168401,-1.16440584711724,1.37756104786239,0.630122138443077,"7"
"105","SFTC",92,"Cinygmula","CPOM",0.239,0.127,"Snowmelt","Alpine tundra",2995,7.9,16.8,7.6,59,0.20999474,1.446630561,7.8,3,90,1.525321989,402.9,745.8,12.268065,5241,"NO3 below DL",-3.83219686437435,-0.688377280652843,-1.09330815168401,-1.16440584711724,1.37756104786239,0.630122138443077,"7"
"106","SFTC",93,"Epeorus","Biofilm",0.756,0.109,"Snowmelt","Alpine tundra",2995,7.9,16.8,7.6,59,0.20999474,1.446630561,7.8,3,90,1.525321989,402.9,745.8,12.268065,5241,"NO3 below DL",-3.83219686437435,-0.688377280652843,-1.09330815168401,-1.16440584711724,1.37756104786239,0.630122138443077,"7"
"107","SFTC",NA,"Epeorus","Hydrurus",0,NA,"Snowmelt","Alpine tundra",2995,7.9,16.8,7.6,59,0.20999474,1.446630561,7.8,3,90,1.525321989,402.9,745.8,12.268065,5241,"NO3 below DL",-3.83219686437435,-0.688377280652843,-1.09330815168401,-1.16440584711724,1.37756104786239,0.630122138443077,"7"
"108","SFTC",NA,"Megarcys","Hydrurus",0,NA,"Snowmelt","Alpine tundra",2995,7.9,16.8,7.6,59,0.20999474,1.446630561,7.8,3,90,1.525321989,402.9,745.8,12.268065,5241,"NO3 below DL",-3.83219686437435,-0.688377280652843,-1.09330815168401,-1.16440584711724,1.37756104786239,0.630122138443077,"7"
"109","SFTC",NA,"Midges","Hydrurus",0,NA,"Snowmelt","Alpine tundra",2995,7.9,16.8,7.6,59,0.20999474,1.446630561,7.8,3,90,1.525321989,402.9,745.8,12.268065,5241,"NO3 below DL",-3.83219686437435,-0.688377280652843,-1.09330815168401,-1.16440584711724,1.37756104786239,0.630122138443077,"7"
"110","SFTC",NA,"Rhyacophila","Hydrurus",0,NA,"Snowmelt","Alpine tundra",2995,7.9,16.8,7.6,59,0.20999474,1.446630561,7.8,3,90,1.525321989,402.9,745.8,12.268065,5241,"NO3 below DL",-3.83219686437435,-0.688377280652843,-1.09330815168401,-1.16440584711724,1.37756104786239,0.630122138443077,"7"
"111","SFTC",NA,"Simuliidae","Hydrurus",0,NA,"Snowmelt","Alpine tundra",2995,7.9,16.8,7.6,59,0.20999474,1.446630561,7.8,3,90,1.525321989,402.9,745.8,12.268065,5241,"NO3 below DL",-3.83219686437435,-0.688377280652843,-1.09330815168401,-1.16440584711724,1.37756104786239,0.630122138443077,"7"
"112","SFTC",NA,"Zapada","Hydrurus",0,NA,"Snowmelt","Alpine tundra",2995,7.9,16.8,7.6,59,0.20999474,1.446630561,7.8,3,90,1.525321989,402.9,745.8,12.268065,5241,"NO3 below DL",-3.83219686437435,-0.688377280652843,-1.09330815168401,-1.16440584711724,1.37756104786239,0.630122138443077,"7"
"113","SFTC",100,"Rhyacophila","CPOM",0.588,0.194,"Snowmelt","Alpine tundra",2995,7.9,16.8,7.6,59,0.20999474,1.446630561,7.8,3,90,1.525321989,402.9,745.8,12.268065,5241,"NO3 below DL",-3.83219686437435,-0.688377280652843,-1.09330815168401,-1.16440584711724,1.37756104786239,0.630122138443077,"7"
"114","SFTC",101,"Simuliidae","Biofilm",0.732,0.0705,"Snowmelt","Alpine tundra",2995,7.9,16.8,7.6,59,0.20999474,1.446630561,7.8,3,90,1.525321989,402.9,745.8,12.268065,5241,"NO3 below DL",-3.83219686437435,-0.688377280652843,-1.09330815168401,-1.16440584711724,1.37756104786239,0.630122138443077,"7"
"115","SFTC",102,"Simuliidae","CPOM",0.268,0.119,"Snowmelt","Alpine tundra",2995,7.9,16.8,7.6,59,0.20999474,1.446630561,7.8,3,90,1.525321989,402.9,745.8,12.268065,5241,"NO3 below DL",-3.83219686437435,-0.688377280652843,-1.09330815168401,-1.16440584711724,1.37756104786239,0.630122138443077,"7"
"116","SFTC",103,"Zapada","Biofilm",0.639,0.0665,"Snowmelt","Alpine tundra",2995,7.9,16.8,7.6,59,0.20999474,1.446630561,7.8,3,90,1.525321989,402.9,745.8,12.268065,5241,"NO3 below DL",-3.83219686437435,-0.688377280652843,-1.09330815168401,-1.16440584711724,1.37756104786239,0.630122138443077,"7"
"117","SFTC",104,"Zapada","CPOM",0.361,0.118,"Snowmelt","Alpine tundra",2995,7.9,16.8,7.6,59,0.20999474,1.446630561,7.8,3,90,1.525321989,402.9,745.8,12.268065,5241,"NO3 below DL",-3.83219686437435,-0.688377280652843,-1.09330815168401,-1.16440584711724,1.37756104786239,0.630122138443077,"7"
"118","SFTC",NA,"Baetidae","Hydrurus",0,NA,"Snowmelt","Alpine tundra",2995,7.9,16.8,7.6,59,0.20999474,1.446630561,7.8,3,90,1.525321989,402.9,745.8,12.268065,5241,"NO3 below DL",-3.83219686437435,-0.688377280652843,-1.09330815168401,-1.16440584711724,1.37756104786239,0.630122138443077,"7"
"119","SFTC",NA,"Cinygmula","Hydrurus",0,NA,"Snowmelt","Alpine tundra",2995,7.9,16.8,7.6,59,0.20999474,1.446630561,7.8,3,90,1.525321989,402.9,745.8,12.268065,5241,"NO3 below DL",-3.83219686437435,-0.688377280652843,-1.09330815168401,-1.16440584711724,1.37756104786239,0.630122138443077,"7"
"120","SFTC",NA,"Allomyia","Hydrurus",0,NA,"Snowmelt","Alpine tundra",2995,7.9,16.8,7.6,59,0.20999474,1.446630561,7.8,3,90,1.525321989,402.9,745.8,12.268065,5241,"NO3 below DL",-3.83219686437435,-0.688377280652843,-1.09330815168401,-1.16440584711724,1.37756104786239,0.630122138443077,"7"
"121","Skillet",120,"Simuliidae","Biofilm",0.408,0.148,"Glacier","Boulder field",2733,4.1,7.8,9.67,3.6,0.058521463,6.34023754,8.86,29,60,0.240312087,410.7,748.4,501.8,1518.6,"",-0.433521460728309,0.831373383628077,0.0177910326479237,-0.0401928402095074,0.52770010039643,0.222033277830918,"8"
"122","Skillet",121,"Simuliidae","CPOM",0.068,0.056,"Glacier","Boulder field",2733,4.1,7.8,9.67,3.6,0.058521463,6.34023754,8.86,29,60,0.240312087,410.7,748.4,501.8,1518.6,"",-0.433521460728309,0.831373383628077,0.0177910326479237,-0.0401928402095074,0.52770010039643,0.222033277830918,"8"
"123","Skillet",122,"Simuliidae","Hydrurus",0.524,0.158,"Glacier","Boulder field",2733,4.1,7.8,9.67,3.6,0.058521463,6.34023754,8.86,29,60,0.240312087,410.7,748.4,501.8,1518.6,"",-0.433521460728309,0.831373383628077,0.0177910326479237,-0.0401928402095074,0.52770010039643,0.222033277830918,"8"
"124","Skillet",110,"Allomyia","Hydrurus",0.537,0.221,"Glacier","Boulder field",2733,4.1,7.8,9.67,3.6,0.058521463,6.34023754,8.86,29,60,0.240312087,410.7,748.4,501.8,1518.6,"",-0.433521460728309,0.831373383628077,0.0177910326479237,-0.0401928402095074,0.52770010039643,0.222033277830918,"8"
"125","Skillet",111,"Lednia","Biofilm",0.331,0.176,"Glacier","Boulder field",2733,4.1,7.8,9.67,3.6,0.058521463,6.34023754,8.86,29,60,0.240312087,410.7,748.4,501.8,1518.6,"",-0.433521460728309,0.831373383628077,0.0177910326479237,-0.0401928402095074,0.52770010039643,0.222033277830918,"8"
"126","Skillet",112,"Lednia","CPOM",0.052,0.059,"Glacier","Boulder field",2733,4.1,7.8,9.67,3.6,0.058521463,6.34023754,8.86,29,60,0.240312087,410.7,748.4,501.8,1518.6,"",-0.433521460728309,0.831373383628077,0.0177910326479237,-0.0401928402095074,0.52770010039643,0.222033277830918,"8"
"127","Skillet",109,"Allomyia","CPOM",0.038,0.044,"Glacier","Boulder field",2733,4.1,7.8,9.67,3.6,0.058521463,6.34023754,8.86,29,60,0.240312087,410.7,748.4,501.8,1518.6,"",-0.433521460728309,0.831373383628077,0.0177910326479237,-0.0401928402095074,0.52770010039643,0.222033277830918,"8"
"128","Skillet",114,"Midges","Biofilm",0.636,0.258,"Glacier","Boulder field",2733,4.1,7.8,9.67,3.6,0.058521463,6.34023754,8.86,29,60,0.240312087,410.7,748.4,501.8,1518.6,"",-0.433521460728309,0.831373383628077,0.0177910326479237,-0.0401928402095074,0.52770010039643,0.222033277830918,"8"
"129","Skillet",115,"Midges","CPOM",0.107,0.082,"Glacier","Boulder field",2733,4.1,7.8,9.67,3.6,0.058521463,6.34023754,8.86,29,60,0.240312087,410.7,748.4,501.8,1518.6,"",-0.433521460728309,0.831373383628077,0.0177910326479237,-0.0401928402095074,0.52770010039643,0.222033277830918,"8"
"130","Skillet",116,"Midges","Hydrurus",0.257,0.277,"Glacier","Boulder field",2733,4.1,7.8,9.67,3.6,0.058521463,6.34023754,8.86,29,60,0.240312087,410.7,748.4,501.8,1518.6,"",-0.433521460728309,0.831373383628077,0.0177910326479237,-0.0401928402095074,0.52770010039643,0.222033277830918,"8"
"131","Skillet",113,"Lednia","Hydrurus",0.617,0.199,"Glacier","Boulder field",2733,4.1,7.8,9.67,3.6,0.058521463,6.34023754,8.86,29,60,0.240312087,410.7,748.4,501.8,1518.6,"",-0.433521460728309,0.831373383628077,0.0177910326479237,-0.0401928402095074,0.52770010039643,0.222033277830918,"8"
"132","Skillet",105,"Agathon","Biofilm",0.562,0.199,"Glacier","Boulder field",2733,4.1,7.8,9.67,3.6,0.058521463,6.34023754,8.86,29,60,0.240312087,410.7,748.4,501.8,1518.6,"",-0.433521460728309,0.831373383628077,0.0177910326479237,-0.0401928402095074,0.52770010039643,0.222033277830918,"8"
"133","Skillet",106,"Agathon","CPOM",0.056,0.046,"Glacier","Boulder field",2733,4.1,7.8,9.67,3.6,0.058521463,6.34023754,8.86,29,60,0.240312087,410.7,748.4,501.8,1518.6,"",-0.433521460728309,0.831373383628077,0.0177910326479237,-0.0401928402095074,0.52770010039643,0.222033277830918,"8"
"134","Skillet",107,"Agathon","Hydrurus",0.382,0.198,"Glacier","Boulder field",2733,4.1,7.8,9.67,3.6,0.058521463,6.34023754,8.86,29,60,0.240312087,410.7,748.4,501.8,1518.6,"",-0.433521460728309,0.831373383628077,0.0177910326479237,-0.0401928402095074,0.52770010039643,0.222033277830918,"8"
"135","Skillet",108,"Allomyia","Biofilm",0.425,0.21,"Glacier","Boulder field",2733,4.1,7.8,9.67,3.6,0.058521463,6.34023754,8.86,29,60,0.240312087,410.7,748.4,501.8,1518.6,"",-0.433521460728309,0.831373383628077,0.0177910326479237,-0.0401928402095074,0.52770010039643,0.222033277830918,"8"
"136","Skillet",117,"Rhyacophila","Biofilm",0.657,0.246,"Glacier","Boulder field",2733,4.1,7.8,9.67,3.6,0.058521463,6.34023754,8.86,29,60,0.240312087,410.7,748.4,501.8,1518.6,"",-0.433521460728309,0.831373383628077,0.0177910326479237,-0.0401928402095074,0.52770010039643,0.222033277830918,"8"
"137","Skillet",118,"Rhyacophila","CPOM",0.03,0.035,"Glacier","Boulder field",2733,4.1,7.8,9.67,3.6,0.058521463,6.34023754,8.86,29,60,0.240312087,410.7,748.4,501.8,1518.6,"",-0.433521460728309,0.831373383628077,0.0177910326479237,-0.0401928402095074,0.52770010039643,0.222033277830918,"8"
"138","Skillet",119,"Rhyacophila","Hydrurus",0.313,0.248,"Glacier","Boulder field",2733,4.1,7.8,9.67,3.6,0.058521463,6.34023754,8.86,29,60,0.240312087,410.7,748.4,501.8,1518.6,"",-0.433521460728309,0.831373383628077,0.0177910326479237,-0.0401928402095074,0.52770010039643,0.222033277830918,"8"
"139","Wind Cave",126,"Allomyia","Biofilm",0.031,0.039,"Subterranean ice","Alpine tundra",2660,2.8,3.2,11.32,153.8,0.032757211,2.443510656,8.53,25,15,1.15425145,492.8,856.5,1099.6,1600.3,"",2.73539666681695,-1.07263192847389,1.59420938200048,-1.02456131079623,0.646722095208538,0.401147959183674,"9"
"140","Wind Cave",123,"Acari","Biofilm",0.041,0.04,"Subterranean ice","Alpine tundra",2660,2.8,3.2,11.32,153.8,0.032757211,2.443510656,8.53,25,15,1.15425145,492.8,856.5,1099.6,1600.3,"",2.73539666681695,-1.07263192847389,1.59420938200048,-1.02456131079623,0.646722095208538,0.401147959183674,"9"
"141","Wind Cave",124,"Acari","CPOM",0.185,0.071,"Subterranean ice","Alpine tundra",2660,2.8,3.2,11.32,153.8,0.032757211,2.443510656,8.53,25,15,1.15425145,492.8,856.5,1099.6,1600.3,"",2.73539666681695,-1.07263192847389,1.59420938200048,-1.02456131079623,0.646722095208538,0.401147959183674,"9"
"142","Wind Cave",125,"Acari","Hydrurus",0.774,0.08,"Subterranean ice","Alpine tundra",2660,2.8,3.2,11.32,153.8,0.032757211,2.443510656,8.53,25,15,1.15425145,492.8,856.5,1099.6,1600.3,"",2.73539666681695,-1.07263192847389,1.59420938200048,-1.02456131079623,0.646722095208538,0.401147959183674,"9"
"143","Wind Cave",130,"Lednia","CPOM",0.079,0.066,"Subterranean ice","Alpine tundra",2660,2.8,3.2,11.32,153.8,0.032757211,2.443510656,8.53,25,15,1.15425145,492.8,856.5,1099.6,1600.3,"",2.73539666681695,-1.07263192847389,1.59420938200048,-1.02456131079623,0.646722095208538,0.401147959183674,"9"
"144","Wind Cave",127,"Allomyia","CPOM",0.435,0.127,"Subterranean ice","Alpine tundra",2660,2.8,3.2,11.32,153.8,0.032757211,2.443510656,8.53,25,15,1.15425145,492.8,856.5,1099.6,1600.3,"",2.73539666681695,-1.07263192847389,1.59420938200048,-1.02456131079623,0.646722095208538,0.401147959183674,"9"
"145","Wind Cave",128,"Allomyia","Hydrurus",0.533,0.133,"Subterranean ice","Alpine tundra",2660,2.8,3.2,11.32,153.8,0.032757211,2.443510656,8.53,25,15,1.15425145,492.8,856.5,1099.6,1600.3,"",2.73539666681695,-1.07263192847389,1.59420938200048,-1.02456131079623,0.646722095208538,0.401147959183674,"9"
"146","Wind Cave",129,"Lednia","Biofilm",0.039,0.066,"Subterranean ice","Alpine tundra",2660,2.8,3.2,11.32,153.8,0.032757211,2.443510656,8.53,25,15,1.15425145,492.8,856.5,1099.6,1600.3,"",2.73539666681695,-1.07263192847389,1.59420938200048,-1.02456131079623,0.646722095208538,0.401147959183674,"9"
"147","Wind Cave",134,"Megarcys","Hydrurus",0.704,0.102,"Subterranean ice","Alpine tundra",2660,2.8,3.2,11.32,153.8,0.032757211,2.443510656,8.53,25,15,1.15425145,492.8,856.5,1099.6,1600.3,"",2.73539666681695,-1.07263192847389,1.59420938200048,-1.02456131079623,0.646722095208538,0.401147959183674,"9"
"148","Wind Cave",135,"Midges","Biofilm",0.018,0.022,"Subterranean ice","Alpine tundra",2660,2.8,3.2,11.32,153.8,0.032757211,2.443510656,8.53,25,15,1.15425145,492.8,856.5,1099.6,1600.3,"",2.73539666681695,-1.07263192847389,1.59420938200048,-1.02456131079623,0.646722095208538,0.401147959183674,"9"
"149","Wind Cave",136,"Midges","CPOM",0.617,0.102,"Subterranean ice","Alpine tundra",2660,2.8,3.2,11.32,153.8,0.032757211,2.443510656,8.53,25,15,1.15425145,492.8,856.5,1099.6,1600.3,"",2.73539666681695,-1.07263192847389,1.59420938200048,-1.02456131079623,0.646722095208538,0.401147959183674,"9"
"150","Wind Cave",137,"Midges","Hydrurus",0.366,0.103,"Subterranean ice","Alpine tundra",2660,2.8,3.2,11.32,153.8,0.032757211,2.443510656,8.53,25,15,1.15425145,492.8,856.5,1099.6,1600.3,"",2.73539666681695,-1.07263192847389,1.59420938200048,-1.02456131079623,0.646722095208538,0.401147959183674,"9"
"151","Wind Cave",138,"Simuliidae","Biofilm",0.045,0.066,"Subterranean ice","Alpine tundra",2660,2.8,3.2,11.32,153.8,0.032757211,2.443510656,8.53,25,15,1.15425145,492.8,856.5,1099.6,1600.3,"",2.73539666681695,-1.07263192847389,1.59420938200048,-1.02456131079623,0.646722095208538,0.401147959183674,"9"
"152","Wind Cave",139,"Simuliidae","CPOM",0.205,0.123,"Subterranean ice","Alpine tundra",2660,2.8,3.2,11.32,153.8,0.032757211,2.443510656,8.53,25,15,1.15425145,492.8,856.5,1099.6,1600.3,"",2.73539666681695,-1.07263192847389,1.59420938200048,-1.02456131079623,0.646722095208538,0.401147959183674,"9"
"153","Wind Cave",140,"Simuliidae","Hydrurus",0.749,0.142,"Subterranean ice","Alpine tundra",2660,2.8,3.2,11.32,153.8,0.032757211,2.443510656,8.53,25,15,1.15425145,492.8,856.5,1099.6,1600.3,"",2.73539666681695,-1.07263192847389,1.59420938200048,-1.02456131079623,0.646722095208538,0.401147959183674,"9"
"154","Wind Cave",141,"Zapada","Biofilm",0.032,0.03,"Subterranean ice","Alpine tundra",2660,2.8,3.2,11.32,153.8,0.032757211,2.443510656,8.53,25,15,1.15425145,492.8,856.5,1099.6,1600.3,"",2.73539666681695,-1.07263192847389,1.59420938200048,-1.02456131079623,0.646722095208538,0.401147959183674,"9"
"155","Wind Cave",142,"Zapada","CPOM",0.217,0.057,"Subterranean ice","Alpine tundra",2660,2.8,3.2,11.32,153.8,0.032757211,2.443510656,8.53,25,15,1.15425145,492.8,856.5,1099.6,1600.3,"",2.73539666681695,-1.07263192847389,1.59420938200048,-1.02456131079623,0.646722095208538,0.401147959183674,"9"
"156","Wind Cave",143,"Zapada","Hydrurus",0.751,0.059,"Subterranean ice","Alpine tundra",2660,2.8,3.2,11.32,153.8,0.032757211,2.443510656,8.53,25,15,1.15425145,492.8,856.5,1099.6,1600.3,"",2.73539666681695,-1.07263192847389,1.59420938200048,-1.02456131079623,0.646722095208538,0.401147959183674,"9"
"157","Wind Cave",131,"Lednia","Hydrurus",0.882,0.096,"Subterranean ice","Alpine tundra",2660,2.8,3.2,11.32,153.8,0.032757211,2.443510656,8.53,25,15,1.15425145,492.8,856.5,1099.6,1600.3,"",2.73539666681695,-1.07263192847389,1.59420938200048,-1.02456131079623,0.646722095208538,0.401147959183674,"9"
"158","Wind Cave",132,"Megarcys","Biofilm",0.115,0.081,"Subterranean ice","Alpine tundra",2660,2.8,3.2,11.32,153.8,0.032757211,2.443510656,8.53,25,15,1.15425145,492.8,856.5,1099.6,1600.3,"",2.73539666681695,-1.07263192847389,1.59420938200048,-1.02456131079623,0.646722095208538,0.401147959183674,"9"
"159","Wind Cave",133,"Megarcys","CPOM",0.181,0.065,"Subterranean ice","Alpine tundra",2660,2.8,3.2,11.32,153.8,0.032757211,2.443510656,8.53,25,15,1.15425145,492.8,856.5,1099.6,1600.3,"",2.73539666681695,-1.07263192847389,1.59420938200048,-1.02456131079623,0.646722095208538,0.401147959183674,"9"
